query_id,local_test_index,source_row_index,query_class,desired_class,direction,difficulty_stratum,requested_per_direction,actual_per_direction,eligible_in_direction,query_probability,absolute_query_logit,query_group_id
44,13045,81388,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9998175501823424,8.608853340148926,13
45,13141,82480,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9994454979896544,7.496885299682617,16
46,13433,82772,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9987849593162536,6.711761951446533,16
47,13932,83271,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9995385408401488,7.680655479431152,16
48,14666,84005,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9989519119262696,6.859738826751709,16
49,15525,86875,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.999392032623291,7.404781341552734,20
50,15540,86890,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9999464750289916,9.835309028625488,20
51,16022,87372,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9983004927635192,6.375715732574463,20
52,16158,87508,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9976486563682556,6.050414085388184,20
53,16207,87557,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9994027614593506,7.422596454620361,20
54,16295,93560,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.994848608970642,5.263323783874512,26
55,16325,93590,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9974963068962096,5.987481594085693,26
56,16330,93595,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.993429720401764,5.018607139587402,26
57,16332,93597,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9971259236335754,5.849145889282227,26
58,16718,98195,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9930762052536012,4.965843677520752,102
59,17239,98716,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.994802713394165,5.25440788269043,102
60,17581,99058,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9952764511108398,5.350460052490234,102
61,18300,99777,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9954872727394104,5.396330833435059,102
62,18596,100073,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9996383190155028,7.924386024475098,102
63,19373,102531,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9997814297676086,8.428184509277344,104
64,20475,103633,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9999685287475586,10.36640453338623,104
65,21402,104560,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.99984610080719,8.779058456420898,104
66,21511,104669,1,0,disease_to_no_disease,medium_confidence,100,100,13354,0.9989113807678224,6.821755886077881,104
67,3226,19161,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999908208847046,11.598570823669434,2
68,3802,19737,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999873638153076,11.27893352508545,2
69,4066,20001,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999908208847046,11.598570823669434,2
70,4159,20094,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999896287918092,11.47646713256836,2
71,4311,20246,1,0,disease_to_no_disease,high_confidence,100,100,13354,1.0,15.942384719848633,2
72,5298,21233,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999786615371704,10.75497817993164,2
73,10410,77399,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999991655349731,13.996474266052246,11
74,10661,77650,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.999991774559021,11.708270072937012,11
75,10670,77659,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999790191650392,10.771880149841309,11
76,11286,78275,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.999994158744812,12.050559043884276,11
77,11830,78819,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999974966049194,12.897860527038574,11
78,13269,82608,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999933242797852,11.91702651977539,16
79,13283,82622,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.99999737739563,12.851340293884276,16
80,13419,82758,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999958276748656,12.387032508850098,16
81,14406,83745,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999982118606568,13.234333038330078,16
82,14675,84014,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999970197677612,12.723505973815918,16
83,15550,86900,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999990463256836,13.862942695617676,20
84,15930,87280,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999991655349731,13.996474266052246,20
85,15986,87336,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999994039535522,14.33294677734375,20
86,15987,87337,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999899864196776,11.511558532714844,20
87,16069,87419,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999759197235109,10.634093284606934,20
88,16538,93803,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999996423721312,14.843772888183594,26
89,16539,93804,1,0,disease_to_no_disease,high_confidence,100,100,13354,1.0,15.942384719848633,26
90,16861,98338,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999996423721312,14.843772888183594,102
91,17607,99084,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999996423721312,14.843772888183594,102
92,18478,99955,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999986886978148,13.544488906860352,102
93,18505,99982,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999958276748656,12.387032508850098,102
94,18643,100120,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999995231628418,14.556090354919434,102
95,19244,102402,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999940395355223,12.030356407165527,104
96,20086,103244,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999871253967284,11.260241508483888,104
97,22636,105794,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.9999991655349731,13.996474266052246,104
98,22690,105848,1,0,disease_to_no_disease,high_confidence,100,100,13354,1.0,15.942384719848633,104
99,22700,105858,1,0,disease_to_no_disease,high_confidence,100,100,13354,0.999992847442627,11.848033905029297,104
100,4328,20263,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.2357310950756073,1.1762279272079468,2
101,5019,20954,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0262799728661775,3.612316608428955,2
102,6660,22595,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0142445098608732,4.23703670501709,2
103,6674,22609,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.062061883509159,2.7155520915985107,2
104,6827,22762,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0367826223373413,3.26525354385376,2
105,7149,23084,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0445870161056518,3.0647010803222656,2
106,8433,24368,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.2844856083393097,0.9223190546035768,2
107,9539,25474,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.013424546457827,4.297154903411865,2
108,12912,81255,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0160185769200325,4.117857933044434,13
109,12965,81308,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0169492419809103,4.060437679290772,13
110,13044,81387,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0906700044870376,2.305481433868408,13
111,13054,81397,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0628306940197944,2.702420234680176,13
112,13095,81438,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.4174516797065735,0.3332433402538299,13
113,13102,81445,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.2285468727350235,1.2165346145629885,13
114,13105,81448,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.1274402141571045,1.9237838983535769,13
115,13635,82974,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0918172374367713,2.2916455268859863,16
116,13655,82994,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0221261288970708,3.788621425628662,16
117,13657,82996,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0270311627537012,3.5833616256713867,16
118,13701,83040,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0214159879833459,3.8219687938690186,16
119,13725,83064,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0468998290598392,3.0117058753967285,16
120,13728,83067,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0250137150287628,3.662999153137207,16
121,13748,83087,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0359843671321868,3.288022994995117,16
122,14147,83486,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0889521688222885,2.3264966011047363,16
123,15957,87307,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.3179970383644104,0.7629919648170471,20
124,16017,87367,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0148113258183002,4.197441101074219,20
125,16166,87516,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0987472087144851,2.211222648620605,20
126,16250,93515,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.1568446010351181,1.681895732879639,26
127,16376,93641,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0435831435024738,3.0885233879089355,26
128,16381,93646,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0502056330442428,2.9401183128356934,26
129,16447,93712,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0319488868117332,3.4111475944519043,26
130,16451,93716,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0682730078697204,2.613525390625,26
131,16467,93732,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.3183457553386688,0.7613844871520996,26
132,16486,93751,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.1052664369344711,2.140031337738037,26
133,16534,93799,0,1,no_disease_to_disease,near_boundary,100,100,7230,0.0744679421186447,2.5199999809265137,26
134,176,16111,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0096123479306697,4.635047912597656,2
135,244,16179,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0032567034941166,5.723777770996094,2
136,643,16578,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0048981280997395,5.313992023468018,2
137,882,16817,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0030870197806507,5.777457237243652,2
138,1546,17481,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0017725973157212,6.333535194396973,2
139,4700,20635,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0026309518143534,5.937775135040283,2
140,8265,24200,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0062757013365626,5.064774513244629,2
141,12752,79741,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0077134990133345,4.857039928436279,11
142,12901,81244,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0036873270291835,5.599159240722656,13
143,12955,81298,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0029663280583918,5.817459583282471,13
144,12960,81303,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0053425515070557,5.2266950607299805,13
145,12967,81310,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0048471461050212,5.3245062828063965,13
146,12999,81342,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.001611302839592,6.429099559783936,13
147,13094,81437,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0034649986773729,5.661571979522705,13
148,13596,82935,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0088026179000735,4.723864555358887,16
149,13874,83213,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0100470706820487,4.590376377105713,16
150,13901,83240,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0043686246499419,5.428928852081299,16
151,14204,83543,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0039699180051684,5.525032043457031,16
152,14494,83833,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0018442755099385,6.293822765350342,16
153,14712,84051,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0024875826202332,5.993953227996826,16
154,16007,87357,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0039709587581455,5.524768829345703,20
155,16009,87359,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0058197192847728,5.140666484832764,20
156,16013,87363,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0099647212773561,4.598689556121826,20
157,16129,87479,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0015245743561536,6.484514236450195,20
158,16139,87489,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0017084130086004,6.370480537414551,20
159,16150,87500,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0026132913772016,5.944528102874756,20
160,16253,93518,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0015284590190276,6.4819655418396,26
161,16255,93520,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0052621150389313,5.241946220397949,26
162,16259,93524,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0018583392957225,6.286211967468262,26
163,16458,93723,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0025218441151082,5.980239868164063,26
164,16488,93753,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0027951155789196,5.877082824707031,26
165,16588,93853,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0055880118161439,5.181528091430664,26
166,16589,93854,0,1,no_disease_to_disease,medium_confidence,100,100,7230,0.0085589662194252,4.752180099487305,26
167,952,16887,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0014225703198462,6.553866386413574,2
168,1320,17255,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0012187921674922,6.708675384521484,2
169,1400,17335,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0003969579993281,7.831283092498779,2
170,1478,17413,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.000562572851777,7.48242712020874,2
171,2560,18495,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0008743730140849,7.041128635406494,2
172,4715,20650,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0007968822028487,7.134006500244141,2
173,10278,77267,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0004957265919074,7.60899019241333,11
174,10279,77268,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0011662790784612,6.752769947052002,11
175,10290,77279,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0005932904896326,7.429233074188232,11
176,10292,77281,0,1,no_disease_to_disease,high_confidence,100,100,7230,6.35629694443196e-05,9.663415908813477,11
177,10304,77293,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0004622055566869,7.679038524627685,11
178,12800,81143,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0002218089794041,8.413472175598145,13
179,12848,81191,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0001692296209512,8.68408489227295,13
180,12981,81324,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0013346791965886,6.6177287101745605,13
181,13016,81359,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0003404540184419,7.984889984130859,13
182,13021,81364,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0011101013515144,6.80219316482544,13
183,13042,81385,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0003206823312211,8.04473876953125,13
184,13912,83251,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0002465269353706,8.307792663574219,16
185,14120,83459,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0004573521437123,7.689599514007568,16
186,14164,83503,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0005276260199025,7.546595096588135,16
187,14168,83507,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0005556414253078,7.494831562042236,16
188,14222,83561,0,1,no_disease_to_disease,high_confidence,100,100,7230,9.161430352833122e-05,9.297831535339355,16
189,14251,83590,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0001104963666875,9.110417366027832,16
190,14724,86074,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0003484879562165,7.9615583419799805,20
191,14744,86094,0,1,no_disease_to_disease,high_confidence,100,100,7230,5.607256753137335e-05,9.78880786895752,20
192,16015,87365,0,1,no_disease_to_disease,high_confidence,100,100,7230,4.68348698632326e-05,9.968835830688477,20
193,16126,87476,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0004160788084845,7.784219741821289,20
194,16234,87584,0,1,no_disease_to_disease,high_confidence,100,100,7230,6.500596646219492e-05,9.640966415405272,20
195,16271,93536,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0003766578156501,7.883796691894531,26
196,16278,93543,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0006701850797981,7.307286262512207,26
197,16373,93638,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0003816925454884,7.870513439178467,26
198,16576,93841,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0002083609288092,8.476030349731445,26
199,16590,93855,0,1,no_disease_to_disease,high_confidence,100,100,7230,0.0003460575535427,7.968559265136719,26
